name,submissions,placements,time_to_first_submission,requirements_submitted_to,submissions_to_interview_number,interview_to_offer_number
Recruiter_14823,64,15,3.16,15,1.47,2.14
Recruiter_14824,48,12,10.2,97,1.37,4.91
Recruiter_14825,67,7,6.02,68,2.74,2.48
Recruiter_14826,55,10,3.79,31,1.02,3.29
Recruiter_14827,35,16,0.57,96,1.82,4.56
Recruiter_14828,65,12,1.9,51,1.74,1.06
Recruiter_14829,61,10,4.02,98,2.05,2.31
Recruiter_14830,47,9,2.9,85,1.68,2.36
Recruiter_14831,49,13,4.4,41,2.51,3.93
Recruiter_14832,50,12,1.82,98,2.28,1.03
Recruiter_14833,49,6,17.21,55,0.59,4.25
Recruiter_14834,55,16,3.45,78,2.22,2.59
Recruiter_14835,33,10,2.44,45,1.06,2.91
Recruiter_14836,60,7,7.85,55,0.95,3.36
Recruiter_14837,58,8,0.95,29,2.4,3.56
Recruiter_14838,42,9,2.0,52,0.62,2.44
Recruiter_14839,42,11,6.31,95,1.35,4.31
Recruiter_14840,52,11,14.16,65,0.99,2.35
Recruiter_14841,62,9,22.37,87,2.76,2.6
Recruiter_14842,53,7,16.4,22,2.3,1.68
Recruiter_14843,57,11,7.22,61,0.82,2.04
Recruiter_14844,50,6,8.1,16,2.25,1.11
Recruiter_14845,47,10,3.81,52,2.78,3.29
Recruiter_14846,55,12,6.02,81,2.28,4.85
Recruiter_14847,47,9,1.43,98,0.71,2.41
Recruiter_14848,51,10,8.22,76,0.87,3.73
Recruiter_14849,41,5,4.14,53,0.52,3.83
Recruiter_14850,57,11,2.6,12,1.16,3.49
Recruiter_14851,60,8,3.66,81,0.54,3.03
Recruiter_14852,45,7,21.82,63,2.2,3.17
Recruiter_14853,47,6,0.25,33,0.92,4.1
Recruiter_14854,42,8,0.75,87,0.86,1.18
Recruiter_14855,51,9,23.36,43,1.17,3.02
Recruiter_14856,54,11,1.57,70,2.66,3.25
Recruiter_14857,46,8,0.98,18,2.4,3.53
Recruiter_14858,50,9,2.3,58,1.41,1.13
Recruiter_14859,47,18,4.32,80,0.7,1.32
Recruiter_14860,48,17,7.39,31,1.99,2.23
Recruiter_14861,47,8,0.55,55,2.92,2.97
Recruiter_14862,48,8,6.92,61,1.05,1.38
Recruiter_14863,50,10,22.36,88,2.02,1.89
Recruiter_14864,42,7,11.61,85,2.17,3.59
Recruiter_14865,47,11,1.42,49,2.46,4.35
Recruiter_14866,56,10,13.07,64,2.53,3.03
Recruiter_14867,47,7,1.94,11,2.26,2.23
Recruiter_14868,57,9,10.4,79,1.89,2.3
Recruiter_14869,46,7,2.19,27,2.68,3.47
Recruiter_14870,45,12,0.11,90,2.4,3.22
Recruiter_14871,48,11,2.25,47,1.29,1.98
Recruiter_14872,39,11,0.37,79,2.08,4.97
Recruiter_14873,61,8,7.65,22,2.19,3.46
Recruiter_14874,46,10,0.17,61,2.57,1.65
Recruiter_14875,54,18,16.97,87,1.35,4.3
Recruiter_14876,62,10,11.34,63,1.39,3.36
Recruiter_14877,43,9,0.99,54,1.7,4.4
Recruiter_14878,39,4,11.87,45,2.86,1.45
Recruiter_14879,42,8,4.76,70,0.69,4.78
Recruiter_14880,40,11,1.71,13,0.58,1.41
Recruiter_14881,40,17,0.78,59,2.04,4.71
Recruiter_14882,39,13,7.66,91,2.57,4.26
Recruiter_14883,45,11,0.37,86,2.26,4.71
Recruiter_14884,42,7,1.67,57,1.64,3.93
Recruiter_14885,67,13,1.33,34,2.88,4.94
Recruiter_14886,52,6,14.92,48,2.58,4.57
Recruiter_14887,58,16,35.92,69,2.46,3.4
Recruiter_14888,42,5,0.25,17,2.25,1.96
Recruiter_14889,55,14,5.35,54,1.7,4.25
Recruiter_14890,49,8,15.93,98,1.43,2.56
Recruiter_14891,48,12,1.91,10,2.56,3.81
Recruiter_14892,32,15,2.59,24,2.61,1.54
Recruiter_14893,52,6,17.95,46,1.85,4.0
Recruiter_14894,54,6,4.33,23,2.61,1.54
Recruiter_14895,58,19,3.12,30,0.91,3.69
Recruiter_14896,40,6,11.07,22,1.23,4.61
Recruiter_14897,46,4,2.58,56,1.37,1.05
Recruiter_14898,45,13,0.56,57,1.56,2.21
Recruiter_14899,45,16,2.41,22,2.75,2.44
Recruiter_14900,45,9,2.7,60,1.15,3.26
Recruiter_14901,57,9,4.52,26,2.98,4.36
Recruiter_14902,52,12,5.42,12,0.67,3.45
Recruiter_14903,45,10,2.0,30,2.67,2.08
Recruiter_14904,60,13,6.86,54,1.23,4.96
Recruiter_14905,46,8,16.52,43,1.74,2.89
Recruiter_14906,53,13,1.41,70,2.02,2.67
Recruiter_14907,58,14,1.53,27,1.62,1.44
Recruiter_14908,44,14,21.69,49,1.14,3.75
Recruiter_14909,49,6,0.84,96,1.9,1.18
Recruiter_14910,65,13,2.67,47,2.02,2.33
Recruiter_14911,50,13,3.02,77,1.95,3.23
Recruiter_14912,54,7,15.81,66,2.13,4.34
Recruiter_14913,56,8,9.21,32,2.68,2.43
Recruiter_14914,53,9,0.57,55,0.87,4.92
Recruiter_14915,75,14,6.52,10,1.07,4.86
Recruiter_14916,52,8,2.23,40,1.28,4.54
Recruiter_14917,63,12,10.02,92,1.7,3.44
Recruiter_14918,52,8,12.25,43,1.97,4.76
Recruiter_14919,60,5,5.25,54,2.69,4.34
Recruiter_14920,48,10,2.58,68,2.3,4.45
Recruiter_14921,49,6,4.98,93,2.84,4.5
Recruiter_14922,56,9,5.88,77,2.43,4.82
Recruiter_14923,44,7,17.01,12,0.52,3.0
Recruiter_14924,45,11,0.29,52,2.37,4.87
Recruiter_14925,57,10,0.67,86,2.21,2.54
Recruiter_14926,47,6,7.94,81,0.6,1.96
Recruiter_14927,53,6,3.07,44,2.4,3.94
Recruiter_14928,71,5,9.81,67,0.76,3.3
Recruiter_14929,48,6,4.46,93,0.68,2.29
Recruiter_14930,43,10,4.79,81,2.48,2.8
Recruiter_14931,47,10,1.08,59,1.32,2.18
Recruiter_14932,61,11,12.16,84,1.8,1.13
Recruiter_14933,52,13,7.28,74,2.14,4.79
Recruiter_14934,42,16,2.96,31,1.71,3.93
Recruiter_14935,59,9,4.48,95,2.11,1.75
Recruiter_14936,42,9,0.28,78,1.29,3.79
Recruiter_14937,52,13,3.72,30,2.67,1.74
Recruiter_14938,51,4,24.67,37,2.55,4.92
Recruiter_14939,51,8,8.31,98,1.82,1.32
Recruiter_14940,58,9,2.85,53,2.06,3.71
Recruiter_14941,58,9,2.65,31,2.59,3.04
Recruiter_14942,46,11,0.12,34,1.96,4.64
Recruiter_14943,48,8,9.19,62,2.93,1.06
Recruiter_14944,47,9,4.69,90,1.25,4.64
Recruiter_14945,45,13,0.1,23,1.31,2.16
Recruiter_14946,49,9,5.47,25,1.37,3.23
Recruiter_14947,46,7,7.46,42,1.96,3.68
Recruiter_14948,48,10,11.02,33,2.24,1.19
Recruiter_14949,52,8,4.1,10,2.24,1.07
Recruiter_14950,56,7,0.97,25,2.43,2.06
Recruiter_14951,46,7,4.82,33,1.68,1.12
Recruiter_14952,55,9,4.02,37,1.59,1.98
Recruiter_14953,57,8,1.26,85,0.74,3.34
Recruiter_14954,52,13,14.85,18,1.82,1.2
Recruiter_14955,48,7,11.85,10,1.3,1.15
Recruiter_14956,57,12,5.93,48,1.94,2.42
Recruiter_14957,55,12,2.86,63,2.38,1.12
Recruiter_14958,36,9,19.28,10,1.21,1.51
Recruiter_14959,51,16,0.75,30,1.45,1.43
Recruiter_14960,47,9,6.62,24,2.04,1.08
Recruiter_14961,67,10,6.19,28,0.79,2.97
Recruiter_14962,50,9,11.72,80,1.39,4.22
Recruiter_14963,36,11,0.68,14,0.74,1.77
Recruiter_14964,52,11,35.5,90,1.87,4.09
Recruiter_14965,41,10,0.73,64,1.14,2.34
Recruiter_14966,57,14,10.87,16,1.77,1.24
Recruiter_14967,56,12,8.82,37,2.37,1.86
Recruiter_14968,47,5,0.19,92,2.03,3.79
Recruiter_14969,43,10,6.26,85,2.78,1.36
Recruiter_14970,47,14,30.41,88,2.87,1.81
Recruiter_14971,51,16,33.56,76,0.77,4.97
Recruiter_14972,58,10,5.39,21,2.95,1.13
Recruiter_14973,55,10,19.47,52,1.65,3.08
Recruiter_14974,46,10,1.56,21,1.88,1.78
Recruiter_14975,42,9,4.39,15,0.78,3.54
Recruiter_14976,48,15,2.35,46,0.68,2.0
Recruiter_14977,46,13,2.72,61,1.48,1.71
Recruiter_14978,44,9,0.67,85,1.39,2.58
Recruiter_14979,54,11,7.86,64,2.73,4.3
Recruiter_14980,47,11,14.67,21,2.22,3.23
Recruiter_14981,52,9,2.04,38,1.93,1.04
Recruiter_14982,54,11,5.02,43,1.06,3.01
Recruiter_14983,61,12,1.05,51,1.12,4.37
Recruiter_14984,49,8,12.01,12,0.9,1.81
Recruiter_14985,50,12,0.69,84,1.57,3.35
Recruiter_14986,47,10,24.3,12,0.97,2.55
Recruiter_14987,61,8,3.66,85,1.32,3.6
Recruiter_14988,45,13,0.11,39,1.69,3.93
Recruiter_14989,59,7,13.7,45,1.67,4.14
Recruiter_14990,62,11,1.91,60,2.36,2.15
Recruiter_14991,43,9,4.4,74,2.04,3.96
Recruiter_14992,43,13,13.82,75,1.79,3.2
Recruiter_14993,39,11,3.8,29,1.38,2.63
Recruiter_14994,50,11,0.36,83,1.4,1.42
Recruiter_14995,52,6,0.59,34,1.87,1.08
Recruiter_14996,54,11,43.71,40,1.33,3.08
Recruiter_14997,62,10,15.18,44,0.69,2.31
Recruiter_14998,36,9,5.36,49,1.73,4.96
Recruiter_14999,55,11,2.31,63,2.24,4.22
Recruiter_15000,53,4,0.49,28,1.35,2.96
Recruiter_15001,40,7,4.6,82,1.25,1.42
Recruiter_15002,45,11,16.83,19,1.02,2.78
Recruiter_15003,59,11,6.59,22,2.03,1.41
Recruiter_15004,44,7,5.88,30,1.12,3.96
Recruiter_15005,47,9,2.39,99,1.08,1.73
Recruiter_15006,54,4,4.27,91,0.99,2.39
Recruiter_15007,62,11,15.32,89,1.18,2.48
Recruiter_15008,51,9,6.37,27,1.31,2.06
Recruiter_15009,54,7,12.0,84,1.69,1.91
Recruiter_15010,51,10,12.92,40,2.86,3.58
Recruiter_15011,46,4,8.56,91,2.11,4.07
Recruiter_15012,42,18,1.67,52,2.19,1.23
Recruiter_15013,51,10,5.94,66,1.18,1.46
Recruiter_15014,46,9,2.03,10,0.73,1.93
Recruiter_15015,53,10,5.02,32,0.74,4.02
Recruiter_15016,50,13,5.33,47,1.12,3.58
Recruiter_15017,56,15,13.56,72,1.71,1.42
Recruiter_15018,44,6,13.07,97,2.59,3.79
Recruiter_15019,39,13,10.59,18,0.77,3.16
Recruiter_15020,39,13,0.14,60,2.06,3.59
Recruiter_15021,44,10,1.76,78,2.39,2.26
Recruiter_15022,47,13,0.7,22,1.09,2.95
Recruiter_15023,53,14,15.06,66,1.32,2.72
Recruiter_15024,34,15,8.79,71,2.38,4.44
Recruiter_15025,52,11,15.17,40,2.7,2.26
Recruiter_15026,51,11,0.25,24,0.83,1.69
Recruiter_15027,52,9,8.26,36,1.55,3.53
Recruiter_15028,44,12,3.97,41,0.7,2.3
Recruiter_15029,43,12,5.01,20,2.73,4.85
Recruiter_15030,57,10,2.21,30,1.88,1.51
Recruiter_15031,60,8,22.49,74,2.69,1.93
Recruiter_15032,54,13,0.84,26,1.73,1.25
Recruiter_15033,46,7,6.52,20,2.59,2.2
Recruiter_15034,44,7,4.61,42,1.07,4.63
Recruiter_15035,48,12,2.41,30,2.8,4.88
Recruiter_15036,59,13,3.08,80,2.39,2.18
Recruiter_15037,43,7,6.35,68,2.54,4.29
Recruiter_15038,54,15,8.71,23,2.91,3.75
Recruiter_15039,52,5,0.06,34,1.66,3.43
Recruiter_15040,55,8,3.02,90,1.22,3.13
Recruiter_15041,62,10,2.68,32,0.69,3.59
Recruiter_15042,53,5,8.23,91,2.29,4.5
Recruiter_15043,46,9,0.03,61,1.71,2.29
Recruiter_15044,52,6,0.24,28,0.73,3.56
Recruiter_15045,45,3,2.0,39,1.04,4.4
Recruiter_15046,59,9,2.97,58,2.97,3.6
Recruiter_15047,52,8,4.9,52,1.91,1.61
Recruiter_15048,53,2,9.53,28,1.49,3.5
Recruiter_15049,52,6,2.75,15,2.91,2.8
Recruiter_15050,50,6,10.88,79,0.75,4.89
Recruiter_15051,45,10,8.7,91,1.48,3.41
Recruiter_15052,43,14,7.24,42,2.08,2.61
Recruiter_15053,58,10,6.43,28,1.8,1.97
Recruiter_15054,48,9,5.4,78,2.02,3.68
Recruiter_15055,53,15,6.12,63,0.74,4.12
Recruiter_15056,43,9,6.43,22,2.02,4.98
Recruiter_15057,40,6,1.65,67,0.8,1.5
Recruiter_15058,55,12,3.81,58,1.27,2.74
Recruiter_15059,57,10,2.44,11,2.66,4.98
Recruiter_15060,47,12,2.48,42,1.21,3.3
Recruiter_15061,68,9,0.47,54,2.39,1.96
Recruiter_15062,54,10,3.31,32,2.92,3.82
Recruiter_15063,44,13,2.52,75,2.03,4.48
Recruiter_15064,45,8,3.94,27,2.74,3.1
Recruiter_15065,50,13,2.12,71,2.65,1.21
Recruiter_15066,44,12,1.81,70,1.25,3.7
Recruiter_15067,49,13,0.85,25,2.54,2.32
Recruiter_15068,56,7,7.51,45,2.0,2.01
Recruiter_15069,38,9,0.01,95,2.21,1.14
Recruiter_15070,52,9,0.7,34,0.76,2.27
Recruiter_15071,40,16,0.06,35,2.96,1.98
Recruiter_15072,53,10,5.05,93,0.73,3.03
Recruiter_15073,54,5,19.48,72,1.89,4.27
Recruiter_15074,52,12,1.34,48,2.0,3.73
Recruiter_15075,39,10,4.24,96,2.0,4.08
Recruiter_15076,51,6,2.67,35,2.04,2.18
Recruiter_15077,40,11,6.58,33,1.56,3.86
Recruiter_15078,63,13,3.48,61,2.41,4.82
Recruiter_15079,43,9,14.34,52,2.48,4.29
Recruiter_15080,62,10,3.23,62,1.07,4.51
Recruiter_15081,50,12,2.07,15,1.37,4.67
Recruiter_15082,47,20,2.43,34,0.97,1.11
Recruiter_15083,38,7,1.97,47,0.51,4.56
Recruiter_15084,45,8,19.5,82,1.72,4.77
Recruiter_15085,44,14,4.3,72,0.67,1.85
Recruiter_15086,41,5,11.02,52,2.69,1.47
Recruiter_15087,46,11,1.2,79,1.34,3.01
Recruiter_15088,50,6,2.75,66,1.68,2.88
Recruiter_15089,47,9,7.89,98,2.73,3.63
Recruiter_15090,44,9,3.53,69,1.18,1.35
Recruiter_15091,45,9,3.99,97,0.87,4.95
Recruiter_15092,48,7,16.47,46,2.78,3.99
Recruiter_15093,56,6,8.26,90,1.65,4.09
Recruiter_15094,33,6,7.48,44,1.44,4.73
Recruiter_15095,52,11,6.62,67,0.86,4.39
Recruiter_15096,54,15,7.47,17,1.64,2.09
Recruiter_15097,42,10,14.44,87,2.91,2.25
Recruiter_15098,46,11,9.35,87,2.14,4.13
Recruiter_15099,53,13,2.86,32,2.32,4.39
Recruiter_15100,46,11,28.74,99,2.51,2.5
Recruiter_15101,46,7,3.87,23,1.77,3.17
Recruiter_15102,63,10,0.36,22,0.61,4.76
Recruiter_15103,47,4,13.22,85,2.21,3.19
Recruiter_15104,51,8,2.28,52,1.7,3.84
Recruiter_15105,44,6,0.84,15,1.42,1.27
Recruiter_15106,57,6,2.23,55,1.51,3.3
Recruiter_15107,39,7,10.49,78,2.74,3.34
Recruiter_15108,46,19,2.35,20,2.31,2.13
Recruiter_15109,52,13,13.71,41,0.93,3.4
Recruiter_15110,57,9,2.58,95,2.44,2.82
Recruiter_15111,38,18,24.52,75,1.78,1.8
Recruiter_15112,58,10,3.97,82,0.53,2.64
Recruiter_15113,37,8,4.86,88,0.85,4.15
Recruiter_15114,47,9,11.91,66,0.73,4.74
Recruiter_15115,44,11,43.09,54,0.6,1.29
Recruiter_15116,37,10,3.5,16,0.94,1.72
Recruiter_15117,53,12,1.52,67,0.66,1.82
Recruiter_15118,51,6,7.69,33,1.82,3.98
Recruiter_15119,42,11,4.87,37,1.31,4.52
Recruiter_15120,46,11,1.23,74,2.91,1.05
Recruiter_15121,43,9,0.3,99,1.4,1.15
Recruiter_15122,47,5,5.52,40,2.46,3.45
Recruiter_15123,39,13,3.02,33,2.88,4.42
Recruiter_15124,42,15,20.21,30,1.93,3.89
Recruiter_15125,44,8,2.74,33,1.16,3.81
Recruiter_15126,44,6,14.5,97,1.63,1.12
Recruiter_15127,43,8,15.56,25,2.95,4.34
Recruiter_15128,70,12,3.72,11,0.97,2.25
Recruiter_15129,62,4,4.32,40,2.91,4.18
Recruiter_15130,60,14,1.77,11,2.92,4.83
Recruiter_15131,49,9,9.46,82,1.4,1.17
Recruiter_15132,49,16,12.31,65,2.33,4.36
Recruiter_15133,49,5,10.8,95,2.52,3.69
Recruiter_15134,57,21,32.91,56,1.47,1.19
Recruiter_15135,49,11,3.52,55,1.32,1.03
Recruiter_15136,52,11,6.35,45,1.15,2.91
Recruiter_15137,50,12,0.13,82,1.3,4.35
Recruiter_15138,70,7,2.43,96,0.51,1.23
Recruiter_15139,44,6,0.95,74,2.46,4.12
Recruiter_15140,54,12,12.4,68,1.4,4.58
Recruiter_15141,55,15,4.12,37,2.3,1.19
Recruiter_15142,58,9,2.55,17,2.82,3.52
Recruiter_15143,50,10,18.65,54,2.93,1.07
Recruiter_15144,46,8,9.19,84,1.69,4.21
Recruiter_15145,46,10,1.87,45,2.62,3.38
Recruiter_15146,54,14,1.31,84,1.49,1.27
Recruiter_15147,55,10,0.5,10,1.36,1.53
Recruiter_15148,55,8,19.2,75,1.9,2.74
Recruiter_15149,59,14,0.35,40,1.44,4.72
Recruiter_15150,46,8,0.83,75,2.51,4.72
Recruiter_15151,50,10,8.6,31,1.33,3.98
Recruiter_15152,44,13,0.81,89,1.97,3.75
Recruiter_15153,48,6,13.44,19,2.74,1.44
Recruiter_15154,50,8,1.29,47,2.14,3.78
Recruiter_15155,50,11,9.34,32,0.94,4.82
Recruiter_15156,58,5,11.97,80,2.1,3.55
Recruiter_15157,60,7,6.23,80,1.1,2.7
Recruiter_15158,65,9,3.75,64,1.06,4.87
Recruiter_15159,52,18,8.3,95,1.67,4.48
Recruiter_15160,59,8,2.04,80,2.1,1.99
Recruiter_15161,42,10,14.27,67,2.35,4.56
Recruiter_15162,49,16,9.79,13,1.05,1.14
Recruiter_15163,60,9,21.06,94,1.73,1.0
Recruiter_15164,49,11,1.93,33,2.04,2.22
Recruiter_15165,50,8,1.9,58,2.83,1.16
Recruiter_15166,53,9,6.33,75,2.58,2.59
Recruiter_15167,43,9,1.05,24,1.68,1.46
Recruiter_15168,53,11,0.03,98,2.18,1.95
Recruiter_15169,54,11,1.53,18,1.11,3.27
Recruiter_15170,61,9,2.57,61,1.92,4.5
Recruiter_15171,54,7,4.96,70,2.63,1.55
Recruiter_15172,43,11,0.44,71,2.85,1.88
Recruiter_15173,49,7,0.39,82,2.02,3.67
Recruiter_15174,49,11,20.9,64,2.31,4.73
Recruiter_15175,53,10,1.69,38,2.7,2.62
Recruiter_15176,59,17,1.27,32,1.33,2.04
Recruiter_15177,42,7,13.07,73,0.87,3.3
Recruiter_15178,49,9,1.51,82,1.9,4.14
Recruiter_15179,44,11,1.81,78,2.48,1.88
Recruiter_15180,44,13,2.42,40,2.91,2.04
Recruiter_15181,56,11,2.51,48,1.8,3.25
Recruiter_15182,51,10,2.95,79,2.26,2.68
Recruiter_15183,39,9,2.57,58,0.9,3.99
Recruiter_15184,48,8,15.85,43,0.75,1.51
Recruiter_15185,62,6,2.6,52,2.01,3.45
Recruiter_15186,59,8,3.09,50,0.88,2.62
Recruiter_15187,54,9,8.0,25,1.96,2.64
Recruiter_15188,56,8,0.87,95,1.57,4.94
Recruiter_15189,43,7,2.33,60,2.78,1.11
Recruiter_15190,47,10,1.47,98,2.28,3.63
Recruiter_15191,43,9,0.57,43,2.86,4.77
Recruiter_15192,54,8,5.18,40,2.16,2.49
Recruiter_15193,45,13,3.42,23,2.82,2.93
Recruiter_15194,62,9,7.61,68,1.09,3.63
Recruiter_15195,37,7,0.4,44,0.98,3.78
Recruiter_15196,41,11,11.17,93,2.08,4.14
Recruiter_15197,56,9,3.69,87,1.09,2.51
Recruiter_15198,42,11,5.44,26,0.92,3.17
Recruiter_15199,44,13,1.28,92,2.0,4.1
Recruiter_15200,45,8,0.38,67,1.38,1.06
Recruiter_15201,46,9,6.29,12,0.55,4.06
Recruiter_15202,50,16,3.32,61,1.97,4.59
Recruiter_15203,50,7,8.6,87,2.22,1.89
Recruiter_15204,48,9,2.93,17,0.99,4.57
Recruiter_15205,43,5,8.23,58,0.77,3.65
Recruiter_15206,58,11,1.64,57,2.5,2.75
Recruiter_15207,46,7,3.82,74,0.91,1.8
Recruiter_15208,55,12,11.32,62,2.55,1.81
Recruiter_15209,41,10,12.67,80,2.81,4.65
Recruiter_15210,42,7,5.6,74,0.63,2.2
Recruiter_15211,55,11,0.8,35,0.87,4.84
Recruiter_15212,51,4,4.7,58,1.02,2.51
Recruiter_15213,44,11,0.69,66,2.82,2.51
Recruiter_15214,51,9,1.78,87,0.55,2.55
Recruiter_15215,53,10,2.11,62,1.22,1.25
Recruiter_15216,40,4,5.38,12,1.36,1.68
Recruiter_15217,44,11,7.93,74,1.66,1.29
Recruiter_15218,60,10,9.15,31,1.21,2.58
Recruiter_15219,48,7,0.59,75,1.89,4.83
Recruiter_15220,42,9,1.33,59,2.39,2.47
Recruiter_15221,45,9,5.53,15,2.85,4.48
Recruiter_15222,47,8,1.25,32,2.38,2.68
Recruiter_15223,41,15,7.07,57,1.1,3.3
Recruiter_15224,49,6,15.31,91,0.65,2.79
Recruiter_15225,37,11,1.21,13,2.63,2.29
Recruiter_15226,45,10,5.78,24,0.73,2.72
Recruiter_15227,51,12,11.16,98,1.55,2.94
Recruiter_15228,49,10,1.23,57,1.42,4.5
Recruiter_15229,49,17,0.8,40,2.14,2.96
Recruiter_15230,46,8,3.19,92,2.06,4.27
Recruiter_15231,41,10,4.27,46,1.79,2.46
Recruiter_15232,57,6,17.03,37,1.48,2.06
Recruiter_15233,55,9,4.57,44,0.93,3.81
Recruiter_15234,51,15,3.92,59,1.13,1.05
Recruiter_15235,48,11,0.34,78,2.57,1.02
Recruiter_15236,42,8,0.47,50,1.24,3.42
Recruiter_15237,43,8,9.04,36,0.94,1.28
Recruiter_15238,55,6,13.81,91,1.23,4.63
Recruiter_15239,58,7,4.03,46,2.67,1.69
Recruiter_15240,64,10,1.71,15,2.15,1.08
Recruiter_15241,54,12,7.94,56,1.83,1.75
Recruiter_15242,44,10,6.34,84,2.03,4.34
Recruiter_15243,52,8,9.3,34,1.22,2.27
Recruiter_15244,59,10,13.6,24,2.37,1.8
Recruiter_15245,61,12,8.47,63,2.08,1.8
Recruiter_15246,43,5,8.61,22,2.59,1.66
Recruiter_15247,39,11,12.72,62,1.25,2.56
Recruiter_15248,40,13,2.4,40,2.77,4.59
Recruiter_15249,54,14,9.84,31,2.46,4.39
Recruiter_15250,48,8,0.75,21,1.67,1.78
Recruiter_15251,47,15,1.23,37,1.07,1.26
Recruiter_15252,51,14,15.3,84,1.32,1.26
Recruiter_15253,41,11,8.86,63,2.94,3.92
Recruiter_15254,57,9,10.81,12,1.49,1.6
Recruiter_15255,60,5,1.11,20,0.61,2.33
Recruiter_15256,55,11,1.34,94,2.34,2.74
Recruiter_15257,46,5,14.94,70,2.36,2.14
Recruiter_15258,62,13,6.54,49,2.92,2.27
Recruiter_15259,55,9,0.65,95,2.12,1.39
Recruiter_15260,55,17,5.36,24,2.08,1.13
Recruiter_15261,40,12,4.45,87,2.16,4.79
Recruiter_15262,41,11,3.86,68,1.34,4.89
Recruiter_15263,38,9,29.19,91,1.16,2.21
Recruiter_15264,50,16,5.92,26,1.82,4.82
Recruiter_15265,51,8,1.91,26,1.23,4.69
Recruiter_15266,44,9,0.59,91,1.17,2.35
Recruiter_15267,45,11,0.23,89,1.93,3.47
Recruiter_15268,60,13,1.26,11,0.98,4.46
Recruiter_15269,53,10,9.07,26,0.81,2.2
Recruiter_15270,58,20,10.46,64,1.92,4.72
Recruiter_15271,44,10,27.16,93,2.02,1.64
Recruiter_15272,54,9,8.56,61,2.74,4.23
Recruiter_15273,63,10,4.31,31,0.53,3.26
Recruiter_15274,52,14,2.05,91,0.56,1.62
Recruiter_15275,57,7,5.8,39,1.05,3.78
Recruiter_15276,51,7,9.46,54,2.68,2.45
Recruiter_15277,56,15,12.92,57,1.91,2.92
Recruiter_15278,49,13,0.02,24,0.77,4.26
Recruiter_15279,39,13,8.59,44,2.73,3.44
Recruiter_15280,47,12,3.47,35,1.89,4.19
Recruiter_15281,35,15,11.63,90,2.2,2.8
Recruiter_15282,55,11,0.91,97,1.57,1.23
Recruiter_15283,37,12,4.55,50,0.92,4.25
Recruiter_15284,41,6,8.96,13,2.48,3.39
Recruiter_15285,42,8,2.45,97,0.97,1.76
Recruiter_15286,49,8,0.38,31,1.31,2.55
Recruiter_15287,55,15,40.61,16,1.21,3.18
Recruiter_15288,51,12,7.41,37,2.72,4.92
Recruiter_15289,55,10,10.12,56,2.86,4.81
Recruiter_15290,55,13,10.72,91,0.51,3.99
Recruiter_15291,51,15,2.23,29,1.27,4.76
Recruiter_15292,55,8,1.35,93,2.87,2.9
Recruiter_15293,62,7,14.86,16,0.99,1.36
Recruiter_15294,62,16,2.71,19,1.31,1.44
Recruiter_15295,46,13,16.22,19,2.1,4.59
Recruiter_15296,41,12,8.79,15,2.55,4.4
Recruiter_15297,44,9,6.2,43,0.68,2.1
Recruiter_15298,45,11,9.62,44,2.74,2.59
Recruiter_15299,59,13,3.08,87,1.06,1.55
Recruiter_15300,65,11,1.66,49,1.46,1.45
Recruiter_15301,50,17,5.17,99,1.27,1.55
Recruiter_15302,43,6,11.91,22,2.29,2.51
Recruiter_15303,53,7,6.59,25,1.7,3.93
Recruiter_15304,49,7,2.11,80,2.93,4.09
Recruiter_15305,54,5,4.14,21,1.72,2.5
Recruiter_15306,59,10,8.32,87,2.18,4.6
Recruiter_15307,50,8,7.52,84,2.83,4.81
Recruiter_15308,49,7,7.15,48,1.13,1.27
Recruiter_15309,45,4,6.99,47,2.42,1.47
Recruiter_15310,46,13,4.35,22,2.33,4.99
Recruiter_15311,48,12,0.11,78,2.8,3.47
Recruiter_15312,62,11,15.44,51,1.02,2.59
Recruiter_15313,45,11,6.68,71,2.94,2.31
Recruiter_15314,57,9,20.46,10,0.73,1.98
Recruiter_15315,51,7,31.33,51,2.74,2.8
Recruiter_15316,43,7,5.68,92,0.87,2.79
Recruiter_15317,41,9,9.23,36,1.93,2.42
Recruiter_15318,62,8,8.28,24,1.01,4.34
Recruiter_15319,52,10,2.29,63,0.84,4.0
Recruiter_15320,57,14,1.07,60,1.76,3.89
Recruiter_15321,43,6,7.06,96,0.94,4.59
Recruiter_15322,59,18,0.12,63,2.13,4.43
Recruiter_15323,42,10,6.94,47,0.68,3.06
Recruiter_15324,71,14,5.84,38,0.75,4.44
Recruiter_15325,50,11,0.0,24,1.24,3.24
Recruiter_15326,42,12,5.73,58,1.2,1.97
Recruiter_15327,54,8,4.43,68,2.06,3.26
Recruiter_15328,65,8,1.17,82,0.99,1.97
Recruiter_15329,50,12,6.84,70,0.57,1.28
Recruiter_15330,55,15,3.48,39,2.22,1.82
Recruiter_15331,48,10,3.37,63,1.43,2.95
Recruiter_15332,49,7,5.39,94,1.79,2.56
Recruiter_15333,43,8,1.38,55,0.6,2.09
Recruiter_15334,44,8,9.96,71,0.63,2.03
Recruiter_15335,52,14,1.53,10,3.0,1.09
Recruiter_15336,41,8,13.53,30,2.4,2.16
Recruiter_15337,41,14,18.97,28,1.21,1.42
Recruiter_15338,60,9,12.66,16,1.97,1.54
